Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type,Loss Oz/ft2
6.84,7.3,37.6,6.06,2.0,44.9,3.0,Bessemer Steel,3.92
20.6,7.3,18.0,3.23,10.9,26.0,3.0,Open Hearth iron,1.56
17.7,7.6,25.7,3.65,2.6,46.1,1.5,Open Hearth iron,1.16
11.4,7.3,28.4,4.94,16.6,20.3,3.0,Open Hearth iron,2.15
28.9,7.5,22.4,10.69,3.8,36.3,3.0,Bessemer Steel,5.46
6.84,7.3,37.6,5.9,2.0,44.9,3.0,Bessemer Steel,3.9
13.15,7.0,28.8,7.45,4.9,35.8,3.0,Open Hearth iron,5.08
177.93,4.77,28.91,7.9,18.15,46.03,2.91,Open Hearth iron,4.19
29.52,6.75,46.87,6.29,23.87,40.37,3.0,Bessemer Steel,6.82
57.0,7.3,17.8,9.6,11.7,15.8,1.5,Bessemer Steel,2.5
48.93,6.84,23.29,8.1,14.77,35.0,1.67,Open Hearth iron,2.9
112.0,4.5,13.8,12.0,16.0,17.6,1.5,Wrought Iron,3.3
3.3,7.6,37.0,4.77,8.7,70.1,1.5,Bessemer Steel,2.29
5.7,3.59,42.42,3.9,1.86,87.79,2.87,Bessemer Steel,3.32
205.06,4.61,2.79,17.7,38.16,0.69,3.09,Wrought Iron,6.29
3.35,7.73,36.98,11.9,8.69,70.2,1.44,Bessemer Steel,6.46
205.0,4.7,2.8,6.06,38.1,0.6,3.0,Bessemer Steel,2.3
8.0,6.8,72.8,7.33,34.0,46.2,1.5,Open Hearth iron,7.85
31.9,7.1,12.4,6.2,33.5,12.8,3.0,Open Hearth iron,2.8
19.75,4.64,28.35,11.6,4.0,34.02,1.54,Bessemer Steel,2.98
205.0,4.7,2.8,6.71,38.1,0.6,1.5,Open Hearth iron,1.67
3.3,7.6,37.0,3.3,8.7,70.1,1.5,Wrought Iron,1.68
21.28,4.53,34.35,11.6,3.61,63.65,1.49,Bessemer Steel,1.3
12.7,4.2,34.5,2.76,26.6,71.2,1.5,Open Hearth iron,5.15
1.3,7.0,29.4,1.1,7.2,32.4,1.5,Wrought Iron,0.9
204.92,4.69,2.9,11.8,38.1,0.52,1.62,Bessemer Steel,2.6
19.63,4.45,28.58,5.7,4.02,34.08,1.64,Open Hearth iron,2.16
14.82,6.89,7.6,10.2,23.16,30.97,3.06,Open Hearth iron,4.46
12.7,4.2,34.5,8.07,26.6,71.2,3.0,Bessemer Steel,11.13
1.66,5.6,43.6,8.93,3.47,9.8,1.5,Bessemer Steel,4.55
74.4,5.6,24.2,2.95,7.5,15.3,3.0,Open Hearth iron,2.32
10.0,8.8,31.2,1.1,7.2,31.2,1.5,Bessemer Steel,0.5
205.0,4.7,2.8,5.9,38.1,0.6,1.5,Bessemer Steel,1.92
51.5,4.9,28.4,7.6,9.6,22.3,3.0,Bessemer Steel,7.8
4.08,6.8,24.6,9.0,2.5,62.6,1.5,Bessemer Steel,16.8
82.9,4.4,22.2,7.05,12.0,26.5,3.0,Bessemer Steel,4.72
112.0,3.8,7.0,6.53,3.5,4.5,1.5,Wrought Iron,5.0
20.37,7.34,18.03,12.1,10.86,25.93,2.96,Wrought Iron,1.78
51.47,4.93,28.45,1.6,9.57,22.1,1.65,Open Hearth iron,1.26
74.6,6.6,13.0,4.0,27.8,6.6,1.5,Wrought Iron,2.1
13.28,6.96,28.77,6.3,5.0,35.9,2.97,Bessemer Steel,4.74
31.9,7.1,12.4,4.1,33.5,12.8,1.5,Open Hearth iron,1.4
74.6,6.6,13.0,11.93,27.8,6.6,1.5,Bessemer Steel,5.38
6.81,7.46,37.56,5.9,1.99,44.97,2.95,Wrought Iron,3.54
31.9,7.1,12.4,12.1,33.5,12.8,3.0,Wrought Iron,4.0
74.4,5.6,24.2,4.0,7.5,15.3,3.0,Wrought Iron,3.2
49.0,6.7,23.4,5.27,14.7,35.1,3.0,Open Hearth iron,2.63
51.5,4.9,28.4,7.69,9.6,22.3,3.0,Bessemer Steel,7.79
57.0,7.3,17.8,5.8,11.7,15.8,3.0,Wrought Iron,2.3
112.0,3.8,7.0,3.26,3.5,4.5,3.0,Open Hearth iron,3.6
59.8,4.5,30.8,17.0,4.4,51.7,1.5,Bessemer Steel,9.2
431.0,5.9,12.2,17.44,40.6,7.2,1.5,Bessemer Steel,1.49
4.89,7.5,54.4,8.0,5.7,70.4,3.0,Open Hearth iron,5.7
10.55,3.22,53.9,2.08,64.96,63.6,1.5,Bessemer Steel,3.86
10.0,8.8,31.2,6.02,7.2,31.2,3.0,Wrought Iron,2.07
66.7,5.6,22.2,5.89,7.0,17.7,1.5,Open Hearth iron,4.42
31.9,7.1,12.4,14.69,33.5,12.8,1.5,Bessemer Steel,4.72
110.0,5.3,32.0,3.72,15.5,53.1,1.5,Open Hearth iron,1.28
114.0,4.5,13.0,12.0,34.7,5.6,1.5,Open Hearth iron,1.3
2.18,2.6,43.4,8.08,33.2,46.2,1.5,Bessemer Steel,13.33
66.7,5.6,22.2,9.61,7.0,17.7,1.5,Open Hearth iron,5.92
12.96,5.35,33.09,2.23,6.58,40.77,1.5,Bessemer Steel,1.39
35.2,6.2,17.2,4.92,14.4,13.9,3.0,Bessemer Steel,2.7
177.9,4.8,29.1,3.48,18.2,46.1,3.0,Wrought Iron,3.08
13.2,5.34,33.1,7.9,6.8,40.3,2.92,Bessemer Steel,4.58
28.2,6.8,24.8,5.5,15.8,52.1,3.0,Open Hearth iron,2.7
13.2,5.3,33.1,5.68,6.9,40.3,1.5,Open Hearth iron,4.29
15.0,7.0,7.6,8.36,23.2,30.9,3.0,Wrought Iron,5.48
31.99,7.03,12.44,8.0,33.63,12.72,1.48,Wrought Iron,1.35
111.83,4.63,13.79,6.0,15.91,17.44,3.07,Open Hearth iron,1.78
74.6,6.6,13.0,4.0,27.8,6.6,3.0,Bessemer Steel,2.6
12.15,7.0,28.6,5.5,1.1,52.5,3.0,Bessemer Steel,5.1
57.11,7.27,17.86,11.7,11.62,15.74,1.56,Bessemer Steel,3.55
49.0,6.7,23.4,8.0,14.7,35.1,1.5,Wrought Iron,3.3
2.63,7.4,14.8,3.97,18.7,26.7,3.0,Open Hearth iron,3.19
35.23,6.32,17.31,1.0,14.25,13.91,3.07,Open Hearth iron,0.31
47.67,7.2,28.27,9.66,15.94,21.59,3.0,Wrought Iron,2.99
31.9,7.1,12.4,9.59,33.5,12.8,1.5,Open Hearth iron,1.93
59.89,4.6,30.72,1.2,4.26,51.7,1.39,Wrought Iron,1.57
431.0,5.9,12.2,4.77,40.6,7.2,1.5,Wrought Iron,0.67
28.9,7.5,22.4,9.54,3.8,36.3,1.5,Bessemer Steel,4.05
49.0,6.7,23.4,9.9,14.7,35.1,1.5,Open Hearth iron,4.2
1.3,7.0,29.4,12.21,7.2,32.4,3.0,Open Hearth iron,5.82
66.75,5.65,22.24,6.0,7.0,17.74,3.1,Open Hearth iron,4.56
21.2,4.4,34.3,14.14,3.7,63.6,1.5,Bessemer Steel,3.79
15.0,7.0,7.6,12.0,23.2,30.9,1.5,Open Hearth iron,4.0
3.26,7.63,36.99,1.2,8.76,70.14,1.42,Wrought Iron,0.73
3.51,9.45,21.51,2.23,34.48,9.47,1.5,Bessemer Steel,3.45
13.15,7.0,28.8,5.13,4.9,35.8,1.5,Bessemer Steel,3.58
49.0,6.7,23.4,5.44,14.7,35.1,3.0,Wrought Iron,2.49
2.9,9.5,21.7,3.94,34.5,9.4,1.5,Open Hearth iron,2.68
7.53,6.93,28.59,16.54,8.14,31.43,3.0,Bessemer Steel,6.73
386.0,4.5,3.0,1.4,32.1,2.6,3.0,Wrought Iron,0.2
12.15,7.0,28.6,9.6,1.1,52.5,1.5,Open Hearth iron,8.1
431.0,5.9,12.2,2.24,40.6,7.2,3.0,Open Hearth iron,0.28
74.6,6.6,13.0,8.84,27.8,6.6,3.0,Wrought Iron,4.72
17.8,7.2,25.8,8.43,9.5,36.0,3.0,Wrought Iron,2.08
66.7,5.6,22.2,7.66,7.0,17.7,1.5,Wrought Iron,5.22
51.5,4.97,28.34,5.7,9.65,22.36,2.95,Bessemer Steel,4.32
12.7,4.2,34.5,4.1,26.6,71.2,1.5,Open Hearth iron,7.2
6.84,7.3,37.6,7.38,2.0,44.9,3.0,Wrought Iron,3.67
19.7,4.6,28.4,3.7,3.9,34.2,3.0,Open Hearth iron,2.3
28.12,6.9,24.75,11.5,15.64,52.29,3.05,Bessemer Steel,4.91
177.9,4.8,29.1,3.32,18.2,46.1,3.0,Open Hearth iron,2.86
177.9,4.8,29.1,5.9,18.2,46.1,3.0,Bessemer Steel,3.6
10.0,8.8,31.2,7.28,7.2,31.2,1.5,Open Hearth iron,1.8
66.83,5.57,22.22,8.0,7.02,17.55,1.65,Wrought Iron,5.31
14.99,6.99,7.59,8.2,23.26,30.9,1.49,Bessemer Steel,3.65
431.1,5.95,11.99,12.0,40.49,7.23,2.95,Open Hearth iron,1.12
20.6,7.3,18.0,4.1,10.9,26.0,1.5,Bessemer Steel,1.4
49.0,6.7,23.4,4.0,14.7,35.1,1.5,Wrought Iron,1.8
112.0,4.5,13.8,4.1,16.0,17.6,3.0,Bessemer Steel,1.6
5.7,3.7,42.6,6.0,1.9,87.8,1.5,Open Hearth iron,3.0
177.9,4.8,29.1,4.0,18.2,46.1,3.0,Wrought Iron,3.6
385.82,4.62,2.76,8.0,32.03,2.65,1.58,Open Hearth iron,1.86
112.0,3.8,7.0,2.21,3.5,4.5,3.0,Open Hearth iron,2.6
41.15,5.38,29.44,3.3,10.05,25.5,3.0,Open Hearth iron,2.84
15.0,7.0,7.6,4.0,23.2,30.9,3.0,Wrought Iron,2.4
74.4,5.6,24.2,1.4,7.5,15.3,3.0,Open Hearth iron,1.3
1.3,7.0,29.4,17.0,7.2,32.4,1.5,Open Hearth iron,6.1
56.95,7.37,17.85,9.5,11.67,15.8,3.12,Wrought Iron,2.9
112.16,3.71,6.86,9.9,3.61,4.55,1.6,Open Hearth iron,9.1
21.19,4.38,34.13,1.0,3.79,63.71,2.83,Wrought Iron,0.64
3.3,7.6,37.0,8.77,8.7,70.1,1.5,Bessemer Steel,3.88
205.0,4.7,2.8,2.94,38.1,0.6,1.5,Bessemer Steel,1.81
51.5,4.9,28.4,3.12,9.6,22.3,3.0,Wrought Iron,2.96
15.0,7.0,7.6,6.56,23.2,30.9,3.0,Bessemer Steel,3.45
21.2,4.4,34.3,7.7,3.7,63.6,1.5,Bessemer Steel,3.7
112.0,4.5,13.8,11.75,16.0,17.6,1.5,Bessemer Steel,2.87
112.0,3.8,7.0,12.0,3.5,4.5,3.0,Wrought Iron,8.2
19.7,4.6,28.4,5.95,3.9,34.2,3.0,Open Hearth iron,2.31
49.14,6.95,23.31,9.9,14.71,35.03,1.82,Open Hearth iron,4.19
4.88,7.53,54.23,6.1,5.89,70.45,2.89,Wrought Iron,6.12
0.6,3.1,55.4,6.2,68.9,65.0,3.0,Bessemer Steel,7.7
386.2,4.43,3.07,6.0,32.23,2.55,2.92,Bessemer Steel,1.29
177.9,4.8,29.1,6.71,18.2,46.1,1.5,Open Hearth iron,3.4
8.0,6.8,72.8,6.14,34.0,46.2,3.0,Wrought Iron,5.1
29.8,7.3,46.4,1.91,20.9,18.6,1.5,Open Hearth iron,1.09
12.31,7.22,28.57,3.5,1.06,52.44,2.81,Open Hearth iron,4.11
66.07,6.31,20.98,6.28,25.62,30.43,3.0,Bessemer Steel,0.91
17.7,7.6,25.7,17.1,2.6,46.1,1.5,Wrought Iron,7.9
13.2,5.3,33.1,7.13,6.9,40.3,3.0,Open Hearth iron,3.96
12.7,4.2,34.5,8.0,26.6,71.2,1.5,Open Hearth iron,14.3
386.0,4.5,3.0,7.39,32.1,2.6,3.0,Wrought Iron,1.71
17.8,7.2,25.8,1.77,9.5,36.0,1.5,Wrought Iron,0.83
4.89,7.5,54.4,8.0,5.7,70.4,1.5,Bessemer Steel,5.5
19.7,4.6,28.4,10.9,3.9,34.2,3.0,Open Hearth iron,3.22
161.6,5.04,29.91,3.49,16.66,45.99,1.5,Open Hearth iron,2.1
15.41,7.21,31.07,6.55,12.15,61.35,1.5,Bessemer Steel,3.78
2.9,9.5,21.7,5.86,34.5,9.4,1.5,Bessemer Steel,7.32
59.8,4.5,30.8,5.9,4.4,51.7,1.5,Bessemer Steel,5.2
6.84,7.3,37.6,11.28,2.0,44.9,1.5,Wrought Iron,6.5
9.75,5.97,32.89,11.8,2.31,47.12,1.51,Wrought Iron,7.95
51.5,4.9,28.4,11.6,9.6,22.3,1.5,Wrought Iron,7.0
35.2,6.2,17.2,1.92,14.4,13.9,1.5,Wrought Iron,1.04
112.0,3.8,7.0,4.45,3.5,4.5,3.0,Wrought Iron,4.37
0.6,3.1,55.4,12.0,68.9,65.0,1.5,Open Hearth iron,15.5
23.7,6.2,31.2,2.43,10.8,30.9,1.5,Open Hearth iron,2.19
5.14,7.59,54.38,11.9,5.69,70.54,1.43,Open Hearth iron,8.13
20.62,7.21,18.11,6.1,11.09,26.23,2.89,Open Hearth iron,0.78
11.21,5.7,33.04,7.48,4.28,44.17,1.5,Bessemer Steel,4.24
74.6,6.6,13.0,7.26,27.8,6.6,3.0,Open Hearth iron,4.28
8.76,8.56,28.43,9.84,9.14,30.44,3.0,Wrought Iron,3.01
1.66,5.6,43.6,14.2,3.47,9.8,1.5,Bessemer Steel,3.9
4.76,7.68,54.41,4.0,5.58,70.29,1.56,Open Hearth iron,3.55
11.4,7.3,28.4,1.2,16.6,20.3,3.0,Open Hearth iron,0.3
1.3,7.0,29.4,3.04,7.2,32.4,1.5,Wrought Iron,1.13
17.8,7.2,25.8,14.99,9.5,36.0,3.0,Open Hearth iron,3.35
19.7,4.6,28.4,9.44,3.9,34.2,1.5,Open Hearth iron,2.94
23.7,6.2,31.2,4.0,10.8,30.9,3.0,Bessemer Steel,2.9
49.06,6.82,23.44,4.2,14.79,35.22,1.48,Wrought Iron,1.7
5.65,3.64,42.48,12.0,1.75,87.93,1.57,Bessemer Steel,7.68
15.81,7.03,40.99,5.53,8.84,50.04,3.0,Open Hearth iron,3.02
12.7,4.2,34.5,7.39,26.6,71.2,3.0,Wrought Iron,10.38
18.82,5.66,44.67,10.11,12.24,50.13,1.5,Bessemer Steel,2.46
17.7,7.6,25.7,15.42,2.6,46.1,3.0,Wrought Iron,5.12
8.0,6.8,72.8,5.8,34.0,46.2,1.5,Wrought Iron,4.6
28.2,6.8,24.8,5.5,15.8,52.1,1.5,Wrought Iron,2.3
28.2,6.8,24.8,2.62,15.8,52.1,3.0,Open Hearth iron,0.99
110.0,5.3,32.0,11.86,15.5,53.1,1.5,Bessemer Steel,2.88
13.15,7.0,28.8,8.1,4.9,35.8,1.5,Wrought Iron,6.9
4.86,7.25,54.52,17.5,5.62,70.44,3.16,Wrought Iron,12.39
17.8,7.2,25.8,5.78,9.5,36.0,3.0,Bessemer Steel,1.7
29.66,7.27,46.42,7.5,20.74,18.7,1.43,Wrought Iron,2.01
13.15,7.0,28.8,14.26,4.9,35.8,1.5,Open Hearth iron,6.78
59.8,4.5,30.8,7.92,4.4,51.7,3.0,Bessemer Steel,7.52
11.4,7.3,28.4,4.04,16.6,20.3,3.0,Open Hearth iron,1.4
29.8,7.3,46.4,5.58,20.9,18.6,3.0,Bessemer Steel,1.41
31.89,6.92,12.39,2.0,33.6,12.67,3.06,Bessemer Steel,0.22
15.0,7.0,7.6,5.1,23.2,30.9,3.0,Wrought Iron,2.8
2.18,2.6,43.4,3.25,33.2,46.2,1.5,Bessemer Steel,6.77
52.1,5.8,32.0,1.9,15.5,13.2,1.5,Bessemer Steel,2.2
31.9,7.1,12.4,10.64,33.5,12.8,3.0,Open Hearth iron,2.6
184.04,3.98,5.95,9.21,11.02,4.0,1.5,Wrought Iron,6.69
13.15,7.0,28.8,1.9,4.9,35.8,1.5,Bessemer Steel,1.4
7.96,6.63,72.68,7.6,33.91,46.15,1.57,Open Hearth iron,8.41
110.0,5.3,32.0,8.3,15.5,53.1,3.0,Wrought Iron,1.55
17.8,7.2,25.8,11.7,9.5,36.0,1.5,Bessemer Steel,2.9
35.2,6.2,17.2,3.8,14.4,13.9,1.5,Open Hearth iron,2.0
177.9,4.8,29.1,7.9,18.2,46.1,3.0,Open Hearth iron,4.1
9.7,6.0,33.0,10.0,2.3,47.1,1.5,Bessemer Steel,6.0
41.44,5.56,29.89,11.01,9.03,39.79,1.5,Open Hearth iron,5.05
10.0,8.8,31.2,7.46,7.2,31.2,1.5,Bessemer Steel,2.95
17.84,7.38,25.62,8.0,2.73,46.04,2.97,Bessemer Steel,1.97
13.15,7.0,28.8,11.05,4.9,35.8,3.0,Wrought Iron,6.08
9.7,6.0,33.0,6.0,2.3,47.1,3.0,Open Hearth iron,6.6
35.25,6.36,17.26,1.0,14.35,13.94,2.79,Wrought Iron,0.57
13.2,5.3,33.1,1.5,6.9,40.3,1.5,Wrought Iron,0.5
19.7,4.6,28.4,2.32,3.9,34.2,1.5,Bessemer Steel,1.4
15.03,6.89,7.49,8.0,23.21,30.76,2.82,Wrought Iron,5.79
6.84,7.3,37.6,5.41,2.0,44.9,3.0,Wrought Iron,3.57
13.52,6.99,28.75,1.97,4.91,35.67,1.5,Bessemer Steel,1.43
112.0,3.8,7.0,2.0,3.5,4.5,3.0,Bessemer Steel,2.5
0.6,3.1,55.4,9.9,68.9,65.0,1.5,Open Hearth iron,11.6
29.8,7.3,46.4,1.51,20.9,18.6,3.0,Wrought Iron,1.02
12.15,7.0,28.6,3.15,1.1,52.5,1.5,Wrought Iron,3.51
23.89,6.08,31.12,3.9,10.79,30.74,1.21,Bessemer Steel,2.42
74.4,5.6,24.2,4.03,7.5,15.3,3.0,Bessemer Steel,3.2
17.7,7.6,25.7,6.72,2.6,46.1,1.5,Open Hearth iron,1.53
5.74,3.76,42.55,7.9,2.09,87.77,1.42,Wrought Iron,4.26
28.2,6.8,24.8,15.44,15.8,52.1,3.0,Wrought Iron,5.34
5.8,3.69,42.76,11.9,2.04,87.76,2.95,Bessemer Steel,8.07
98.73,5.56,29.17,10.46,18.1,47.28,3.0,Open Hearth iron,1.74
6.84,7.3,37.6,2.87,2.0,44.9,1.5,Open Hearth iron,2.31
2.78,9.4,24.7,5.95,6.1,6.2,1.5,Open Hearth iron,13.38
29.8,7.3,46.4,7.7,20.9,18.6,1.5,Bessemer Steel,1.6
386.0,4.5,3.0,12.93,32.1,2.6,3.0,Wrought Iron,2.38
105.7,5.86,32.69,8.58,11.36,45.59,3.0,Bessemer Steel,4.21
51.5,4.9,28.4,1.7,9.6,22.3,3.0,Open Hearth iron,1.5
112.0,3.8,7.0,8.04,3.5,4.5,3.0,Bessemer Steel,5.85
28.95,7.41,22.44,11.5,3.75,36.27,1.43,Open Hearth iron,6.5
21.2,4.4,34.3,11.46,3.7,63.6,1.5,Bessemer Steel,1.33
57.0,7.3,17.8,3.56,11.7,15.8,1.5,Bessemer Steel,1.35
28.9,7.5,22.4,4.49,3.8,36.3,1.5,Bessemer Steel,2.3
29.8,7.3,46.4,13.47,20.9,18.6,1.5,Open Hearth iron,3.68
9.7,6.0,33.0,6.52,2.3,47.1,1.5,Wrought Iron,5.76
0.62,3.01,55.31,1.1,68.96,64.84,1.43,Bessemer Steel,2.74
74.45,5.74,24.09,4.1,7.64,15.33,2.97,Bessemer Steel,3.01
137.03,4.86,34.88,10.0,14.93,45.75,1.43,Bessemer Steel,12.28
3.3,7.6,37.0,7.35,8.7,70.1,1.5,Wrought Iron,3.28
66.74,5.5,22.04,1.1,7.11,17.69,1.67,Wrought Iron,1.09
28.9,7.5,22.4,3.28,3.8,36.3,1.5,Open Hearth iron,2.04
135.8,4.69,34.98,11.91,15.37,45.97,3.0,Bessemer Steel,10.92
112.0,4.5,13.8,13.51,16.0,17.6,1.5,Wrought Iron,3.51
12.15,7.0,28.6,1.0,1.1,52.5,3.0,Wrought Iron,1.2
136.89,4.7,34.84,4.2,14.88,45.93,1.5,Open Hearth iron,4.41
35.2,6.2,17.2,6.22,14.4,13.9,3.0,Wrought Iron,3.07
110.0,5.3,32.0,6.56,15.5,53.1,1.5,Wrought Iron,1.65
24.78,6.47,29.37,3.6,9.34,32.02,1.5,Wrought Iron,3.01
12.15,7.0,28.6,8.16,1.1,52.5,3.0,Wrought Iron,7.28
11.4,7.3,28.4,1.55,16.6,20.3,3.0,Open Hearth iron,0.42
11.51,7.26,28.38,6.0,16.58,20.44,1.63,Open Hearth iron,2.28
13.24,7.01,28.88,2.0,4.8,35.81,3.04,Bessemer Steel,0.85
28.2,6.8,24.8,13.18,15.8,52.1,1.5,Wrought Iron,5.17
35.2,6.2,17.2,10.48,14.4,13.9,1.5,Wrought Iron,5.82
385.99,4.49,2.82,1.4,32.07,2.46,2.79,Open Hearth iron,0.11
386.0,4.5,3.0,8.0,32.1,2.6,1.5,Bessemer Steel,1.8
13.13,7.0,28.73,12.2,5.02,35.82,1.53,Wrought Iron,7.48
110.0,5.3,32.0,1.4,15.5,53.1,3.0,Open Hearth iron,0.4
19.7,4.6,28.4,9.7,3.9,34.2,3.0,Wrought Iron,3.1
381.0,4.52,3.34,16.95,31.71,2.8,3.0,Bessemer Steel,2.77
2.63,7.4,14.8,10.27,18.7,26.7,1.5,Wrought Iron,11.18
66.85,5.52,22.2,5.9,6.87,17.79,1.45,Open Hearth iron,4.52
13.2,5.3,33.1,17.4,6.9,40.3,1.5,Bessemer Steel,7.0
0.6,3.1,55.4,8.0,68.9,65.0,3.0,Bessemer Steel,9.0
114.0,4.5,13.0,2.76,34.7,5.6,3.0,Bessemer Steel,0.35
126.77,6.07,10.73,8.87,24.15,8.63,3.0,Bessemer Steel,2.14
2.18,2.6,43.4,4.9,33.2,46.2,1.5,Bessemer Steel,7.47
28.9,7.5,22.4,9.6,3.8,36.3,3.0,Open Hearth iron,4.6
8.0,6.8,72.8,5.32,34.0,46.2,1.5,Wrought Iron,4.3
74.58,6.61,13.2,7.9,27.75,6.73,2.77,Wrought Iron,4.57
5.7,3.7,42.6,12.0,1.9,87.8,1.5,Wrought Iron,8.5
59.8,4.5,30.8,13.35,4.4,51.7,1.5,Wrought Iron,8.66
10.0,8.8,31.2,5.7,7.2,31.2,3.0,Bessemer Steel,2.0
15.45,7.1,10.59,10.27,19.8,33.41,3.0,Wrought Iron,3.99
23.29,7.25,35.22,9.68,14.72,28.04,1.5,Bessemer Steel,2.05
4.89,7.5,54.4,11.9,5.7,70.4,1.5,Bessemer Steel,7.74
74.6,6.6,13.0,7.9,27.8,6.6,1.5,Open Hearth iron,4.4
